wyId;shortName;firstName;middleName;lastName;height;weight;birthDate;foot;currentTeamId;currentNationalTeamId;gender;status;imageDataURL;seasonId_x;birthAreaName;passportAreaName;roleName;competitionId_x;teamName;teamImage;playerId;competitionId_y;seasonId_y;positions;matches;matchesInStart;matchesSubstituted;matchesComingOff;minutesOnField;minutesTagged;goals;assists;shots;headShots;yellowCards;redCards;directRedCards;penalties;linkupPlays;duels;duelsWon;defensiveDuels;defensiveDuelsWon;offensiveDuels;offensiveDuelsWon;aerialDuels;aerialDuelsWon;fouls;passes;successfulPasses;smartPasses;successfulSmartPasses;passesToFinalThird;successfulPassesToFinalThird;crosses;successfulCrosses;forwardPasses;successfulForwardPasses;backPasses;successfulBackPasses;throughPasses;successfulThroughPasses;keyPasses;successfulKeyPasses;verticalPasses;successfulVerticalPasses;longPasses;successfulLongPasses;dribbles;successfulDribbles;interceptions;defensiveActions;successfulDefensiveAction;attackingActions;successfulAttackingActions;freeKicks;freeKicksOnTarget;directFreeKicks;directFreeKicksOnTarget;corners;successfulPenalties;successfulLinkupPlays;accelerations;pressingDuels;pressingDuelsWon;looseBallDuels;looseBallDuelsWon;missedBalls;shotAssists;shotOnTargetAssists;recoveries;opponentHalfRecoveries;dangerousOpponentHalfRecoveries;losses;ownHalfLosses;dangerousOwnHalfLosses;xgShot;xgAssist;xgSave;receivedPass;touchInBox;progressiveRun;offsides;clearances;secondAssists;thirdAssists;shotsBlocked;foulsSuffered;progressivePasses;counterpressingRecoveries;slidingTackles;goalKicks;dribblesAgainst;dribblesAgainstWon;goalKicksShort;goalKicksLong;shotsOnTarget;successfulProgressivePasses;successfulSlidingTackles;successfulGoalKicks;fieldAerialDuels;fieldAerialDuelsWon;gkCleanSheets;gkConcededGoals;gkShotsAgainst;gkExits;gkSuccessfulExits;gkAerialDuels;gkAerialDuelsWon;gkSaves;newDuelsWon;newDefensiveDuelsWon;newOffensiveDuelsWon;newSuccessfulDribbles;lateralPasses;successfulLateralPasses;passLength;longPassLength;dribbleDistanceFromOpponentGoal;ballRecoveries;ballLosses;duels_Effectiveness;defensiveDuels_Effectiveness;offensiveDuels_Effectiveness;aerialDuels_Effectiveness;pressingDuels_Effectiveness;looseBallDuels_Effectiveness;dribblesAgainst_Effectiveness;fieldAerialDuels_Effectiveness;gkAerialDuels_Effectiveness;shots_Effectiveness;smartPasses_Effectiveness;passesToFinalThird_Effectiveness;forwardPasses_Effectiveness;backPasses_Effectiveness;throughPasses_Effectiveness;keyPasses_Effectiveness;verticalPasses_Effectiveness;longPasses_Effectiveness;attackingActions_Effectiveness;linkupPlays_Effectiveness;progressivePasses_Effectiveness;slidingTackles_Effectiveness;dribbles_Effectiveness;gkShotsAgainst_Effectiveness;POS1;POS2;POS3;Pos_principal;Nombre_Completo;Edad
361498;A. Murillo;Michael Amir;;Murillo Bermúdez;184;78;1996-02-11;right;3771;17929;male;active;https://cdn5.wyscout.com/photos/players/public/g368993_100x130.png;190537;Panama;Panama;Defender;81;Olympique Marseille;https://cdn5.wyscout.com/photos/team/public/15_120x120.png;361498;81;190537;Right Back (5 at the back);4;4;1;0;344;344;0,26;0;1,05;0;0,26;0;0;0;0;15,96;7,33;2,88;0,52;6,54;3,66;3,92;8;1,05;34,53;25,9;0,26;0;3,92;3,14;3,14;0,78;9,42;6,54;6,28;6,02;0,26;0;0,52;0,52;12,56;9,68;4,45;2,35;2,09;1,31;2,62;5,5;4,71;6,54;2,88;0,26;0;0,26;0;0;0;0;0;4;0;2,62;1,05;1,05;0,78;0,52;26;2,35;0,26;10,47;3,14;0,78;0,04;0,02;0;27,73;1,57;2,09;0;1,57;0;0;0,26;1,05;7,06;3,4;0;0;0,52;0,26;0;0;0,78;5,49;0;0;3,92;2,09;0;0;0;0;0;0;0;0;8,9;2,09;3,66;1,31;12,56;9,68;19,02;37,14;32,23;6,8;0;45,93;72,57;55,96;204,08;0;40,08;50;53,32;0;74,29;0;80,1;69,43;95,86;0;100;77,07;52,81;44,04;0;77,76;0;62,68;0;Right Back;;;LAT DER;Michael Amir Murillo Bermúdez;29
227894;J. Giménez;José María;;Giménez de Vargas;185;79;1995-01-20;right;679;15670;male;active;https://cdn5.wyscout.com/photos/players/public/g263781_100x130.png;190537;Uruguay;Spain;Defender;81;Atlético Madrid;https://cdn5.wyscout.com/photos/team/public/47_120x120.png;227894;81;190537;Right Centre Back;5;2;0;3;341;341;0;0,26;0,79;0,53;0,26;0;0;0;0;16,36;6,6;7,65;1,85;1,06;0,53;5,01;9;1,32;36,95;32,2;0,26;0,26;3,43;2,38;0,26;0,26;16,36;12,93;1,32;1,32;0,79;0,53;0,26;0,26;16,89;16,36;4,49;3,43;0,26;0;4,22;12,13;10,03;1,57;0,53;0;0;0;0;0;0;0;0;0;0;2,64;1,85;0,26;0,26;0,26;37;1,32;0;8,18;5,01;0,53;0,07;0,1;0;22,96;1,58;0,26;0;2,38;0;0;1,06;0,26;6,33;4,22;0,26;0;3,17;2,11;0;0;0;4,49;0;0;5,01;2,38;0;0;0;0;0;0;0;0;10,03;5,54;0,26;0;16,89;16,36;21,18;32,01;6,92;9,77;0;40,34;72,42;50;179,64;0;70,08;66,56;47,5;0;0;100;69,39;79,03;100;67,09;100;96,86;76,39;33,76;0;70,93;0;0;0;Right Centre Back;;;DFC;José María Giménez de Vargas;30
;;;;;189,47;83,74;;;13372,5;13515,11;;;;;;;;;;;222641,11;;;;3,42;3,37;0,05;0,05;337,37;337,37;0;0;0;0;0,05;0;0;0;0;0,46;0,32;0,1;0,01;0,09;0,09;0,22;0,63;0,03;17,58;14,6;0;0;2,62;1,27;0;0;9,83;7,08;0;0;0,2;0,02;0,01;0,01;7,08;6,94;6,6;3,83;0;0;1,83;1,94;1,89;0;0;0;0;0;0;0;0;0;0,02;0,05;0;0,06;0,03;0;0;0,01;11,95;0;0;3,97;0,91;0,3;0;0;1,02;11,17;0;0;0;0,56;0;0;0;0,12;4,85;0,44;0,01;6,65;0,07;0,03;2,71;3,94;0;3,62;0,01;5,79;0;0;1,32;1,11;3,87;0,9;0;0,22;0,19;2,76;0,35;0,04;0,09;0;7,08;6,94;34,97;52,76;0;3,4;0,02;59,7;15,79;21,05;233,35;0;7,94;10,53;0;57,89;0;0;42,51;72,13;0;2,27;5,26;93,15;58,66;0;0;73,46;5,26;0;73,3;;;;ARQ;MED_ARQ_190537;
875856;K. Páez;Ray Kendry;;Páez Andrade;177;67;2007-05-04;left;15788;15797;male;active;https://cdn5.wyscout.com/photos/players/public/g-388504_100x130.png;190537;Ecuador;Ecuador;Midfielder;81;Independiente del Valle;https://cdn5.wyscout.com/photos/team/public/2652_120x120.png;875856;81;190537;Right Winger;4;4;4;0;323;323;0,28;0;2,51;0;0,28;0;0;0,28;2,51;15,33;4,46;7,8;1,39;4,46;1,95;1,39;3;0,56;24,24;18,39;0;0;4,74;4,18;0;0;6,69;4,46;5,57;4,46;0;0;0;0;8,08;6,13;3,07;1,39;2,23;1,67;2,51;10,31;6,41;4,74;2,23;1,67;0,28;0;0;1,39;0,28;1,95;0;28;0;1,67;0,28;0,56;0,28;0;18;2,79;0;8,92;3,9;1,11;0,56;0,03;0;16,72;1,67;0,56;0,28;0,56;0;0;0;0,56;6,13;3,62;0;0;3,07;0,84;0;0;0,84;3,9;0;0;1,39;0,84;0;0;0;0;0;0;0;0;6,69;3,9;1,67;1,39;8,08;6,13;19,27;43,51;42,63;5,02;0;29,09;50;43,72;215,83;0;16,77;27,36;60,43;0;33,47;0;88,19;66,67;80,07;0;0;75,87;45,28;47,05;77,69;63,62;0;62,33;0;Right Winger;;;EXTR;Ray Kendry Páez Andrade;17
525621;J. Sarmiento;Jeremy Leonel;;Sarmiento Morante;183;73;2002-06-16;right;1646;15797;male;active;https://cdn5.wyscout.com/photos/players/public/g-60487_100x130.png;190537;England;Ecuador;Midfielder;81;Burnley;https://cdn5.wyscout.com/photos/team/public/318_120x120.png;525621;81;190537;Left Attacking Midfielder;4;4;4;0;322;322;0,28;0;1,68;0;0,28;0;0;0;0,56;24,6;12,58;7,55;3,35;12,86;7,27;1,96;3;0,84;15,93;12,02;0;0;1,12;0,84;0,28;0;3,63;1,96;5,03;4,47;0;0;0;0;3,91;3,35;1,12;0,84;8,11;5,87;1,68;10,07;7,83;10,07;4,75;0;0;0;0;0;0;0,56;1,68;15;0;2,24;1,12;0,28;0;0;17;3,35;0,28;8,66;3,63;0,56;0,1;0;0;9,78;1,96;1,68;0;1,12;0;0;0,28;2,52;3,35;2,8;0,84;0;3,35;1,4;0;0;0,56;1,68;0,56;0;1,96;0,84;0;0;0;0;0;0;0;0;13,14;5,31;5,87;4,19;3,91;3,35;16,85;30,36;46,55;4,75;0;51,14;70,33;56,53;153,06;0;50;41,79;42,86;0;33,33;0;75;53,99;88,87;0;0;85,68;75;47,17;100;50,15;66,67;51,66;0;Left Attacking Midfielder;;;MED OF;Jeremy Leonel Sarmiento Morante;22
422132;Lucas Paquetà;Lucas;;Tolentino Coelho de Lima;180;72;1997-08-27;left;1633;6380;male;active;https://cdn5.wyscout.com/photos/players/public/g438313_100x130.png;190537;Brazil;Portugal;Midfielder;81;West Ham United;https://cdn5.wyscout.com/photos/team/public/27_120x120.png;422132;81;190537;Attacking Midfielder;4;4;3;0;318;318;0,28;0,28;2,55;0,28;0,28;0;0;0,57;0;25,19;9,06;9,06;3,4;10,19;3,11;2,55;4;0,85;38,77;31,13;1,13;0,85;7,08;5,38;0,28;0;13,87;10,19;6,51;5,94;2,55;1,42;0,28;0,28;9,34;7,92;2,26;1,13;1,98;1,13;2,26;11,6;9,34;5,94;2,26;0;0;0;0;0;0,28;0;0;8;0;3,4;1,42;0,57;0,28;0,28;20;1,7;0,57;12,17;3,68;0,85;0,56;0,04;0;28,87;3,4;0,57;0;1,42;0;0;0;1,13;5,38;2,83;0,28;0;2,83;1,13;0;0;0,28;4,25;0;0;2,55;1,13;0;0;0;0;0;0;0;0;12,45;6,79;3,11;1,13;9,34;7,92;14,97;36,25;38,75;5,66;0;35,97;74,94;30,52;156,86;0;41,76;39,93;44,31;0;10,98;75,22;75,99;73,47;91,24;55,69;100;84,8;50;38,05;0;79;0;57,07;0;Attacking Midfielder;;;MED OF;Lucas Tolentino Coelho de Lima;27
513599;José Fajardo;José;;Fajardo Nelson;180;67;1993-08-18;right;15782;17929;male;active;https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png;190537;Panama;Panama;Forward;81;Universidad Católica;https://cdn5.wyscout.com/photos/team/public/966_120x120.png;513599;81;190537;Striker;4;3;3;1;311;311;0,58;0;2,03;0,29;0;0;0;0;2,32;15,63;4,92;3,47;0,29;6,66;3,47;3,76;2;1,45;17,07;14,18;0,58;0;0,87;0,58;0,29;0,29;2,6;1,45;5,21;4,92;0,58;0;0,58;0,58;4,92;4,34;0,58;0,29;2,89;2,03;2,03;6,08;4,63;5,79;2,03;0;0;0;0;0;0;1,74;0;20;0;1,74;0,58;1,45;0,58;0,58;8;1,45;0;9,55;1,45;0,87;0,27;0,08;0;11,86;4,05;0,29;0,58;0,87;0,29;0;0,29;1,16;1,16;2,32;0,58;0;0,87;0;0;0;0,58;1,16;0,58;0;3,76;0,58;0;0;0;0;0;0;0;0;5,21;2,03;2,03;1,16;4,92;4,34;12,66;6,86;44,45;2,32;0,29;31,48;58,5;52,1;53,19;0;33,33;0;15,43;0;28,57;0;66,67;55,77;94,43;0;100;88,21;50;35,06;75;100;100;40,14;0;Striker;;;DEL;José Fajardo Nelson;31
293281;E. Bello;Eduard Alexander;;Bello Gil;176;72;1995-08-20;right;12295;15757;male;active;https://cdn5.wyscout.com/photos/players/public/g308357_100x130.png;190537;Venezuela;Venezuela;Forward;81;Universidad Católica;https://cdn5.wyscout.com/photos/team/public/467_120x120.png;293281;81;190537;Right Attacking Midfielder;4;3;2;1;306;306;0,59;0;1,18;0,29;0;0;0;0;1,47;10,59;3,24;3,82;0,29;3,53;1,76;1,76;3;0,29;19,41;14,12;0,29;0;0,59;0,29;2,35;0,29;3,24;1,47;4,71;4,41;0,29;0;0,29;0,29;5;3,53;0,29;0;0,88;0,59;2,65;6,47;5,29;4,7;1,18;1,18;0,59;0;0;3,53;0;0,59;0;9;0;1,47;0,29;0;0,59;0,29;9;2,06;0,29;6,18;0,88;0;0,19;0,04;0;15;4,12;0;0,29;0,88;0,29;0;0;0,29;1,18;2,06;0;0;0,88;0,59;0;0;0,88;0,88;0;0;1,76;0,88;0;0;0;0;0;0;0;0;5;2,65;1,18;0;5;3,53;14,92;13,65;8,4;2,65;0;30,59;69,37;49,86;170,45;0;19,73;67,05;50;0;74,58;0;49,15;45,37;93,63;0;100;70,6;0;25,11;40,14;74,58;0;0;0;Right Attacking Midfielder;;;MED OF;Eduard Alexander Bello Gil;29
114798;P. Gallese;Pedro David;;Gallese Quiróz;189;77;1990-04-23;left;8068;15594;male;active;https://cdn5.wyscout.com/photos/players/public/27174_100x130.png;190537;Peru;Peru;Goalkeeper;81;Orlando City;https://cdn5.wyscout.com/photos/team/public/g13025_120x120.png;114798;81;190537;Goalkeeper;3;3;0;0;304;304;0;0;0;0;0;0;0;0;0;0,89;0,3;0;0;0;0;0,3;0;0;11,84;9,47;0;0;2,07;1,18;0;0;8,88;6,81;0;0;0;0;0;0;2,07;2,07;7,4;5,33;0;0;0,89;0,89;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0,59;0,3;0;0;0;10;0;0;1,48;0,3;0;0;0;0,57;4,14;0;0;0;0;0;0;0;0,3;6,51;0,3;0;6,51;0;0;2,37;4,14;0;5,03;0;5,92;0;0;1;0,89;2,66;1,78;0;0,3;0;1,78;0,3;0;0;0;2,07;2,07;43,71;54,36;0;2,96;0;33,71;0;0;0;0;50,85;0;0;0;0;0;57;76,69;0;0;0;100;72,03;0;0;77,27;0;0;66,92;Goalkeeper;;;ARQ;Pedro David Gallese Quiróz;34
89552;I. Lichnovsky;Igor;;Lichnovsky Osorio;188;80;1994-03-07;right;15405;;male;active;https://cdn5.wyscout.com/photos/players/public/66728_100x130.png;190537;Chile;Austria;Defender;81;América;https://cdn5.wyscout.com/photos/team/public/462_120x120.png;89552;81;190537;Right Centre Back;3;3;0;0;303;303;0;0;0,3;0,3;0;0;0;0;0;13,66;7,13;6,53;1,49;0,89;0,59;4,16;11;0,89;44,85;40,69;0;0;4,16;2,97;0,3;0;15,15;12,48;3,86;3,86;0;0;0;0;21,68;20,5;5,64;3,86;0,3;0,3;3,27;10,39;9,21;0,9;0,59;0;0;0;0;0;0;0;0;0;0;2,08;1,78;0;0;0;29;1,78;0;5,94;3,27;0,89;0,02;0;0;30,59;0,3;0,3;0;1,78;0;0;1,19;0,3;7,72;4,75;0,59;0;1,49;1,19;0;0;0,3;5,94;0,59;0;4,16;3,27;0;0;0;0;0;0;0;0;10,99;5,35;0,59;0,3;21,68;20,5;21,72;37,86;9,1;8,61;0;52,2;81,93;66,29;264,42;0;85,58;79,87;78,61;0;100;0;71,39;82,38;100;0;0;94,56;68,44;65,56;0;76,94;100;100;0;Right Centre Back;;;DFC;Igor Lichnovsky Osorio;31
112676;J. González;Julio José;;González Vela-Alvizu;182;80;1991-04-23;left;15414;;male;active;https://cdn5.wyscout.com/photos/players/public/57421_100x130.png;190537;Mexico;Spain;Goalkeeper;81;Puebla;https://cdn5.wyscout.com/photos/team/public/911_120x120.png;112676;81;190537;Goalkeeper;3;3;0;0;302;302;0;0;0;0;0;0;0;0;0;0,3;0,3;0;0;0;0;0,3;1;0;22,35;19,67;0;0;1,49;0,6;0;0;6,56;4,17;0;0;0;0;0;0;15,2;14,9;3,87;1,19;0;0;1,79;1,79;1,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3,58;1,79;0,89;0;0;0,45;17,88;0;0;0;0,89;0;0;0;0;2,68;0;0;4,47;0;0;2,68;1,79;0;1,19;0;4,17;0;0;2;0,3;2,38;0,6;0;0,3;0,3;2,09;0,3;0;0;0;15,2;14,9;27,17;51,34;0;3,28;0;100;0;0;333,33;0;0;0;0;100;0;0;40,27;63,57;0;0;0;98,03;30,75;0;0;44,4;0;0;87,82;Goalkeeper;;;ARQ;Julio José González Vela-Alvizu;33
431557;J. Sánchez;Jorge Eduardo;;Sánchez Ramos;175;71;1997-12-10;right;15408;;male;active;https://cdn5.wyscout.com/photos/players/public/g440449_100x130.png;190537;Mexico;Mexico;Defender;81;Cruz Azul;https://cdn5.wyscout.com/photos/team/public/590_120x120.png;431557;81;190537;Right Back;3;3;0;0;302;302;0;0;0,6;0;0,3;0;0;0;0;22,65;6,56;11,03;0,89;7,15;2,98;2,38;4;1,49;39,04;30,1;0;0;7,15;4,17;2,68;1,19;18,77;12,81;4,17;4,17;1,49;0,89;0;0;11,32;8,94;5,96;3,28;2,98;1,79;4,77;16,1;11,03;6,26;2,98;0;0;0;0;0;0;0;0,6;0;0;2,09;1,49;0,6;0,89;0;35;3,58;0,3;12,22;2,68;0,3;0,04;0,04;0;25,33;2,68;2,09;0;0,6;0;0,3;0;0;9,83;5,96;0,3;0;5,36;2,38;0;0;0;7,45;0;0;2,38;1,19;0;0;0;0;0;0;0;0;11,03;5,96;2,38;1,79;11,32;8,94;20,12;33,92;37,1;10,43;0;28,96;54,03;41,68;168,07;0;71,29;44,4;50;0;0;0;58,32;68,25;100;59,73;0;78,98;55,03;47,6;0;75,79;0;60,07;0;Right Back;;;LAT DER;Jorge Eduardo Sánchez Ramos;27
511944;J. Vásquez;Johan Felipe;;Vásquez Ibarra;184;72;1998-10-22;left;3193;15473;male;active;https://cdn5.wyscout.com/photos/players/public/g490114_100x130.png;190537;Mexico;Mexico;Defender;81;Genoa;https://cdn5.wyscout.com/photos/team/public/92_120x120.png;511944;81;190537;Left Centre Back;3;3;0;0;302;302;0;0;0,89;0;0,3;0;0;0;0;18,18;7,75;6,56;1,49;2,38;0,89;8,34;16;1,49;54,54;50,66;0;0;7,45;5,96;0;0;16,09;13,11;3,58;3,28;2,09;0,89;0;0;30,99;30,7;8,05;5,66;1,19;0,6;4,17;11,62;8,64;2,08;0,89;0;0;0;0;0;0;0;0;0;0;0,89;0,6;0;0;0;51;2,98;0,89;7,45;3,28;0;0,02;0;0;36,66;0;1,19;0;3,28;0;0;0,6;0;7,75;7,15;0,89;0,3;2,68;0,89;0,3;0;0,3;6,56;0,6;0,3;8,34;4,77;0;0;0;0;0;0;0;0;9,54;3,58;0,6;0,6;30,99;30,7;22,51;38,45;17,27;15,2;0;42,63;54,57;37,39;191,85;0;67,42;33,21;57,19;0;33,71;0;80;81,48;91,62;42,58;0;99,06;70,31;42,79;0;84,65;67,42;50,42;0;Left Centre Back;;;DFC;Johan Felipe Vásquez Ibarra;26
488530;N. Ferraresi;Nahuel Adolfo;;Ferraresi Hernández;190;80;1998-11-19;right;5638;15757;male;active;https://cdn5.wyscout.com/photos/players/public/g471712_100x130.png;190537;Venezuela;Italy;Defender;81;São Paulo;https://cdn5.wyscout.com/photos/team/public/243_120x120.png;488530;81;190537;Right Centre Back;3;3;0;0;300;300;0;0;0;0;0,3;0;0;0;0;13,8;7,8;7,2;2,7;1,2;1,2;3,9;10;0,3;49,5;44,1;0;0;7,8;5,4;0;0;19,5;15,3;2,7;2,7;0,6;0,3;0,3;0,3;24,9;24,3;8,1;5,1;0,3;0,3;5,4;13,2;12;0,3;0,3;0;0;0;0;0;0;0;0;0;0;1,5;0,9;0,3;0,3;0,3;45;1,8;0,6;6,9;2,7;0,6;0;0,06;0;31,8;0,6;0,6;0;1,8;0;0;0,3;1,2;8,1;6,3;0,6;0;2,7;1,8;0;0;0;6,6;0,6;0;3,9;3;0;0;0;0;0;0;0;0;11,1;6;1,2;0,3;24,9;24,3;23,14;37,82;11,53;13,5;0,3;56,52;83,33;100;256,41;0;60;66,67;76,92;0;0;0;69,23;78,46;100;50;100;97,59;62,96;100;0;81,48;100;100;0;Right Centre Back;;;DFC;Nahuel Adolfo Ferraresi Hernández;26
502100;M. Navarro;Miguel Ángel;;Navarro Zárate;173;67;1999-02-26;left;12072;15757;male;active;https://cdn5.wyscout.com/photos/players/public/g481051_100x130.png;190537;Venezuela;Venezuela;Defender;81;Talleres Córdoba;https://cdn5.wyscout.com/photos/team/public/1100_120x120.png;502100;81;190537;Left Back;3;3;0;0;300;300;0;0;0,3;0;0,3;0;0;0;0;9,6;3,6;4,8;1,2;2,7;1,2;1,2;2;1,2;37,2;28,5;0;0;5,4;3;1,2;0,6;16,8;11,1;6,9;6,9;0;0;0;0;9,3;7,2;4,5;2,4;0,6;0,3;6,9;12;10,2;2,1;0,9;0;0;0;0;0;0;0;0;0;0;0,9;0,6;0,6;0,3;0;25;3;0,3;10,5;5,1;1,5;0,02;0;0;26,1;0,6;0,6;0;1,5;0;0;0,6;0,6;9,9;4,2;0,3;0;3,3;2,1;0;0;0;6;0;0;1,2;0,6;0;0;0;0;0;0;0;0;5,7;3;1,5;0,3;9,3;7,2;19,64;41,84;53,9;7,5;0;37,5;62,5;44,44;166,67;0;66,67;63,64;50;0;0;0;55,56;66,07;100;0;0;77,42;53,33;42,86;0;60,61;0;50;0;Left Back;;;LAT IZQ;Miguel Ángel Navarro Zárate;26
279709;K. Palmer;Kasey;;Palmer;175;70;1996-11-09;right;1672;17485;male;active;https://cdn5.wyscout.com/photos/players/public/g314424_100x130.png;190537;England;Jamaica;Midfielder;81;Hull City;https://cdn5.wyscout.com/photos/team/public/317_120x120.png;279709;81;190537;Left Centre Midfielder;3;3;0;0;297;297;0;0;0,61;0;0;0;0;0;0;16,97;7,58;5,76;1,21;6,97;4,24;1,82;4;0,91;28,79;22,73;0,3;0;3,94;2,42;0,61;0;9,09;5,76;4,85;4,55;0,61;0;0;0;8,79;7,58;2,12;1,21;3,03;2,42;3,03;8,79;6,36;4,55;2,42;0,61;0,3;0;0;1,21;0;0;0;6;0;2,42;0,91;0,3;0,91;0;21;2,12;0;8,79;1,82;0,3;0,04;0,1;0;17,58;0,91;1,82;0;0,61;0;0;0;1,21;2,73;3,03;0;0;2,42;0,91;0;0;0,3;1,82;0;0;1,82;1,21;0;0;0;0;0;0;0;0;9,7;3,33;4,24;2,12;8,79;7,58;17,45;37,7;29,6;6,36;0;44,67;57,81;60,83;219,78;0;37,6;37,6;66,48;0;49,18;0;61,42;63,37;93,81;0;0;86,23;57,08;53,19;0;66,67;0;69,97;0;Left Centre Midfielder;;;MED MIX;Kasey Palmer;28
383569;A. Robinson;Antonee;;Robinson;183;73;1997-08-08;left;1616;8134;male;active;https://cdn5.wyscout.com/photos/players/public/g409164_100x130.png;190537;England;United States;Defender;81;Fulham;https://cdn5.wyscout.com/photos/team/public/29_120x120.png;383569;81;190537;Left Back;3;3;0;0;297;297;0;0,3;0,3;0;0,3;0;0;0;0,3;14,85;6,97;5,45;1,82;5,76;3,33;1,52;3;0,3;30,91;22,73;0,61;0,3;3,94;2,12;2,42;0,61;12,42;8,79;4,85;4,55;0,91;0,3;1,21;0,91;9,09;5,76;3,94;2,12;2,12;1,82;5,76;11,21;10,61;5,45;2,73;0;0;0;0;0;0;0,3;0,91;1;0;2,12;0,91;0,91;1,52;1,21;35;3,33;0,3;13,03;6,36;1,52;0;0,26;0;16,36;0,91;1,82;0;2,42;0;0,3;0;1,52;6,67;5,15;0;0;1,82;1,52;0;0;0;5,15;0;0;1,52;0,91;0;0;0;0;0;0;0;0;10,3;4,85;3,64;1,82;9,09;5,76;19,99;45,74;60,23;10,61;0;46,94;88,99;57,81;197,37;0;42,92;83,52;59,87;0;0;49,18;53,81;70,77;93,81;32,97;75,21;63,37;53,81;50,09;100;77,21;0;85,85;0;Left Back;;;LAT IZQ;Antonee Robinson;27
391530;C. Pulišić;Christian;;Pulišić;178;73;1998-09-18;right;3157;8134;male;active;https://cdn5.wyscout.com/photos/players/public/g413835_100x130.png;190537;United States;Croatia;Forward;81;Milan;https://cdn5.wyscout.com/photos/team/public/1_120x120.png;391530;81;190537;Left Wing Forward;3;3;0;0;297;297;0,3;0,3;2,12;0;0;0;0;0;3,33;18,79;7,88;3,64;0,91;10,91;5,76;0,91;1;0,61;22,42;18,18;0;0;3,03;2,42;0,91;0;6,36;5,15;4,85;4,85;0;0;0,3;0,3;5,45;3,94;1,21;0,91;4,85;4,24;1,52;5,46;4,24;7,88;4,85;4,24;2,73;0;0;2,73;0;3,03;1,21;9;0;3,33;0,91;0,61;1,52;0,3;15;3,03;0;10,61;2,73;0,61;0,15;0,34;0;16,36;2,12;3,33;0;0;0;0;0;1,52;3,64;3,03;0,3;0;1,21;0,61;0;0;0,61;3,03;0;0;0,91;0,3;0;0;0;0;0;0;0;0;10;2,42;6,36;4,24;5,45;3,94;16,36;22,94;33,93;4,55;0;41,94;66,48;52,8;109,89;0;27,33;50,41;32,97;0;28,77;0;79,87;80,97;100;0;100;72,29;75,21;61,55;90,99;83,24;0;87,42;0;Left Wing Forward;;;DEL;Christian Pulišić;26
424806;E. Pinnock;Ethan;;Pinnock;187;79;1993-05-29;left;1669;17485;male;active;https://cdn5.wyscout.com/photos/players/public/g430883_100x130.png;190537;England;Jamaica;Defender;81;Brentford;https://cdn5.wyscout.com/photos/team/public/1186_120x120.png;424806;81;190537;Left Centre Back (3 at the back);3;3;0;0;297;297;0;0;0,3;0;0;0;0;0;0;10,3;3,94;3,03;0,61;2,42;0,61;3,94;7;0;44,55;38,48;0;0;3,94;2,42;0,61;0;17,88;13,94;4,85;4,85;0,3;0,3;0;0;17,27;15,76;6,97;3,94;0,61;0,3;6,97;10;9,39;1,52;0,3;0;0;0;0;0;0;0;0;0;0;0,91;0,61;0;0,3;0;34;0,3;0;10,3;5,45;0,61;0,04;0,01;0;27,58;0,91;0,3;0;5,45;0;0;0,61;0,3;7,58;3,33;0;0;0,91;0,3;0;0;0;5,15;0;0;3,94;2,12;0;0;0;0;0;0;0;0;5,76;2,42;0,61;0,3;17,27;15,76;21,7;39,25;27,3;10,3;0;38,25;79,87;25,21;177,66;0;67,03;32,97;53,81;0;0;0;61,42;77,96;100;100;0;91,26;56,53;19,74;0;67,94;0;49,18;0;Left Centre Back;;;DFC;Ethan Pinnock;31
499721;J. Waite;Jahmali;;Waite;183;79;1998-12-24;right;63762;17485;male;active;https://cdn5.wyscout.com/photos/players/public/g479463_100x130.png;190537;United States;Jamaica;Goalkeeper;81;El Paso Locomotive;https://cdn5.wyscout.com/photos/team/public/g-9618_120x120.png;499721;81;190537;Goalkeeper;3;3;0;0;297;297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;17,27;0;0;0,61;0;0;0;10,61;7,88;0;0;0;0;0;0;8,18;8,18;6,36;3,64;0;0;1,82;1,82;1,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;2,73;1,21;0,3;0;0;1,65;13,64;0;0;0;0,3;0;0;0;0;5,45;0,3;0;10,3;0;0;4,85;5,45;0;3,33;0;9,09;0;0;0;2,12;5,45;0,61;0;0;0;3,33;0;0;0;0;8,18;8,18;29,66;47,27;0;4,85;0;0;0;0;0;0;0;0;0;0;0;0;0;74,27;0;0;0;100;57,23;0;0;61,1;0;0;61,1;Goalkeeper;;;ARQ;Jahmali Waite;26
